Green_genes11	Green_genes_13_5
536335	536335
536365	3608623
536464	940666
536662	409932
536666	536666
536865	608867
53693	53693
536982	4456479
536989	536989
537094	670909
537096	573829
537179	754705
537192	2072645
537405	246323
537588	568170
537673	413256
537679	544086
538016	538016
538030	538030
538093	538093
538177	66945
538254	79134
538259	538259
538541	538541
538667	579520
538750	538750
538780	4460884
538784	240468
538931	538931
538994	3176547
538998	538998
539014	842193
539167	539167
539242	539242
539244	539244
539360	539360
539491	569356
539535	605057
539709	539709
539789	539789
539981	539981
540383	695185
540386	540386
540402	540402
540404	540404
540405	540405
540412	540412
540416	4370324
540561	540561
540569	812809
540643	540643
540816	203015
540822	540822
540952	540952
541036	541036
541146	760955
541147	541147
541356	541356
541359	533440
541380	838721
541389	541389
541415	541415
541432	541432
541497	541497
541526	636816
541655	88266
541777	310430
541963	541963
542071	542071
542078	542078
542107	542107
542328	542328
542335	591987
542337	552281
542400	82669
542435	535707
542437	559613
542524	551775
542611	4460872
542729	542729
542803	542803
542816	141447
542860	540653
542883	542883
542927	748290
543239	543239
543301	543301
543306	543306
543373	579379
543377	543377
543396	833538
543525	535500
543528	543528
543739	543739
543753	543753
543841	811272
544080	3037115
544106	544106
544184	4312975
544300	544300
544302	544302
544305	544305
544392	586453
544395	544395
544452	544452
544834	681114
545040	742886
545139	545139
545820	3751007
545897	686128
5460	5460
546058	546058
546154	614380
546313	748601
546425	546425
546480	4456143
546606	321044
546609	546609
54677	158859
547060	547060
54730	54730
547345	4430845
547346	547346
547348	547348
547820	547820
548120	548120
548121	548121
548127	810700
548129	548129
548178	1109204
548208	685071
548314	1843701
548377	548377
548423	525633
548511	548511
548516	565130
548602	196412
548603	151176
548891	4352076
548918	541167
549137	549137
549152	4481373
549217	346974
549290	159621
549399	784559
549552	256536
549640	549640
550142	550142
550414	550414
550470	553111
550814	550814
550926	550926
550928	550928
550996	550996
551024	551024
551088	4438135
551148	709399
551179	551179
551249	538324
551250	551250
551252	812661
551255	360097
551545	551545
551776	3392648
551777	610455
551781	308786
551851	654155
552051	4420696
552061	552061
552067	578828
552214	610769
552219	552219
552221	1719756
552287	552287
552289	552289
552574	628517
552579	1500418
552887	559632
552978	174873
553029	553029
553041	553041
553043	553043
553047	553047
553330	553330
553331	553331
553336	238594
553472	553472
553473	1131767
553622	776754
554000	554000
554002	554002
554003	554003
554086	554086
554137	587067
554139	567620
554210	554210
554211	554211
554366	554366
554415	554415
554498	554498
554551	2807721
554552	554552
554622	1104911
554755	4475784
555469	555469
555637	535928
555741	555741
555772	555772
555777	555777
555870	555870
555876	555876
555912	555912
555939	137072
556036	556036
556083	556083
556164	558991
556175	590004
556231	556231
556232	556232
556347	148576
556423	1114448
556424	556424
556428	556428
556502	248016
556596	591562
556714	575688
55681	4419317
556825	4445432
556903	556903
557121	557121
557143	582670
557224	557224
557255	557255
557444	537901
557481	51211
557633	557633
55772	137848
557785	557785
557824	814594
557840	557840
558023	558023
558024	13024
558025	558025
558030	558030
558034	821158
558104	1105509
558108	647595
558200	569396
558378	558378
558445	1141697
558502	806466
558503	590319
558606	558606
558805	4376272
559072	559072
559130	559130
559149	559149
559242	875548
559243	559243
559278	559278
559394	869040
559552	831116
559559	833538
559586	559586
559633	752517
559741	673969
559852	559852
560278	560278
560404	4227110
560472	560472
560537	812971
560641	560641
560704	560704
560773	102915
561011	792045
561014	266551
561016	561016
561017	2712
561027	561027
561067	561067
561309	823285
561483	3291730
561524	561524
561614	4469865
561616	561616
561694	561694
561762	561762
561765	561765
561767	561767
561950	561950
561959	304360
562084	562084
5621	377546
562230	562230
562556	593267
562659	562659
562766	562766
5629	5629
563108	1100798
563350	242006
563358	563358
563359	563359
563413	563413
563496	733328
563689	574686
563762	573138
563763	649984
563768	563768
563880	581814
564010	1129628
564018	564018
564021	1037699
564025	564025
564026	564026
564029	552708
564093	564093
564140	564140
564144	1002658
564161	4301407
564233	564233
564252	564252
564337	564337
564444	4394313
564445	564445
564600	564600
564760	564760
564942	1112650
564949	564949
565214	565214
565312	565312
565375	565375
565399	565399
565400	289468
565404	302273
565409	270370
565618	565419
565780	565780
565887	570460
565936	565936
566053	339020
566144	566144
566154	566154
566527	646051
566551	101868
566635	749837
566774	566774
566848	804160
567010	567010
567333	567333
567336	567336
567446	2611121
567506	921020
567823	567823
567827	567827
567903	367069
568033	568033
568077	568077
568143	568143
568319	578228
568378	568378
568385	589382
568404	324708
568482	568482
568643	568643
568724	568724
568730	568730
568966	783224
569073	569073
569274	569274
569335	569335
569338	569338
569482	569482
569576	569576
569681	289867
569713	569713
569719	569719
569818	569818
569892	569892
569927	569927
570008	570008
570160	643501
570164	681365
570167	570167
570191	570191
570407	570407
570408	570408
570409	4305693
570839	4438051
570974	570974
571155	571155
571350	1034645
571654	571654
571692	571692
571755	210559
571975	571975
572090	2034540
572099	572099
572115	244336
572190	572190
572680	365212
572774	572774
572926	572926
573041	573041
573049	573049
573179	573179
573373	573373
573374	573374
573523	1124799
573525	573525
573529	551344
573659	774746
573755	573755
573945	573945
574071	4327819
574380	574380
574392	574392
574394	217121
574416	574416
574604	574604
574739	1129325
574769	574769
574890	574890
574895	4380791
575074	810317
575261	575261
5753	5753
575554	579193
575559	575559
575799	575799
575921	575921
576124	1125006
576127	582431
576201	576201
576328	4418531
576461	576461
576466	576466
576477	576477
576587	558264
576714	576714
576989	576989
577153	2051184
577182	577182
577189	577189
577330	577330
577551	847358
578115	578115
578119	3768994
578191	237305
578257	578257
578259	218868
578372	832900
578438	327239
578443	578443
578447	578447
579057	579057
579085	2930
579089	579089
579141	579141
579169	579169
579244	579244
579339	579339
579366	579366
579422	579422
579424	579424
579541	579541
579691	579691
579712	579712
579715	544479
579797	812351
579971	255170
580286	580286
580378	822187
580439	593539
580575	580575
580578	580578
580595	4423796
580770	580770
580777	580777
580779	330755
580865	580865
580869	580869
580992	580992
581021	581021
581157	4452696
5812	5812
581297	581297
581393	581393
581422	581422
581429	749133
581516	1130618
581615	581615
5818	4346000
581872	1912119
581933	581933
582101	582101
582218	814840
582330	582330
582555	582555
582672	582672
582749	582749
582830	581987
582951	582951
582952	339252
583037	583037
583038	4393622
583102	583102
583106	583106
583107	583107
583206	583206
583305	547714
583370	583370
583372	559604
583436	575407
583465	583465
583469	583469
583497	583497
583500	583500
583669	3555655
583745	583745
583804	89772
58382	58382
583845	210102
583887	4321464
584046	590099
584272	584272
584276	584276
584356	584356
584366	1054879
584471	4417311
584477	2775220
584801	4091471
584986	14106
585201	148279
585547	585547
585631	551942
585780	585780
585810	585810
585845	585845
585914	585914
586051	586051
586053	586053
586054	793240
586152	510999
586156	110511
586290	586290
586348	554299
586530	586530
58657	4467810
586588	586588
586839	586839
587000	2665096
587004	532569
587008	550225
587323	172411
587498	4300309
587510	587510
587516	587516
587519	587519
587792	808033
587796	721703
587903	575370
587919	349281
587989	4328665
588278	588278
588356	4365717
588429	588429
588621	588621
588624	588624
588684	588684
588740	588740
588949	1137803
589064	589064
589110	589110
589210	534083
589211	589211
589215	589215
589290	552186
589297	589297
589312	2087663
589318	589318
589390	589574
589570	511182
589700	589700
5898	347274
589802	589802
589976	589976
589988	34409
589989	589989
590001	590001
590008	590008
590136	590136
590182	334409
590243	590243
590338	590338
590339	590339
590482	590482
590565	547608
590614	590614
590712	590712
590811	590811
590899	583875
590914	4419504
590995	590995
591010	142013
591315	835579
591374	4370637
591376	591376
591379	591379
591430	591430
591433	2426359
591439	591439
591575	591575
591576	556293
591642	591642
591647	591647
591725	568278
591960	591960
591971	591971
591975	4370431
59210	108490
592551	291946
592555	527473
592660	270638
592807	3990068
592909	592909
593032	593032
593441	593441
593606	4370563
593687	1122944
593817	593817
593896	587598
593911	593911
594110	818461
594111	694869
594118	829529
594119	594119
594152	591304
594164	4395041
594169	594169
594307	594307
594381	4296216
594409	3963085
594411	551942
594414	594414
59534	2394
59733	166698
59851	59851
59853	4416105
5996	1563515
60062	571567
60344	4348382
60600	589462
60603	841773
60609	60609
60833	700699
61498	61498
6157	105332
61850	61850
61855	61855
61856	61854
6263	6263
62682	62682
62687	62687
62877	4415599
63116	4415939
63166	655803
63243	4482704
63332	4418996
63452	787697
63614	710275
63690	63690
63691	570500
63871	158208
63877	68336
63879	4431746
63985	4484389
64190	14993
64192	64192
64303	64303
66038	66036
66159	1132275
66261	66261
66308	538185
66635	832720
6692	6692
66924	66924
66925	1130674
66927	66927
66928	3265594
6697	557513
6699	4339819
67544	10926
68338	4399781
68339	254099
69324	821499
69671	568241
70063	72631
70100	70100
70217	70217
70219	3786156
70228	70228
70396	536442
70404	367523
70804	563798
71048	4415706
71049	168219
71169	71169
71415	614944
71597	4416519
71603	40951
71629	71629
71685	4427688
71864	2469997
71994	560623
72206	23520
72508	1124123
72586	970138
73182	338929
73379	993711
73450	4341205
73559	73559
73722	73722
73883	73883
73887	4345640
73960	73960
74231	580417
74235	4384536
74440	737195
74443	74443
74722	4303428
74727	74727
75029	296953
7532	3560258
7538	310885
75442	75442
7555	679077
7556	1615254
7559	7559
75921	75921
76722	689602
772	772
77276	1146288
773	773
77610	249375
77616	77616
77617	589530
77692	77692
77697	4425497
77729	77729
77794	1129906
77895	77895
77899	135888
77992	4357142
78000	78000
78004	2874058
78006	538685
78009	78009
78017	4306755
78084	78084
781	781
78163	141806
78379	4319019
78395	144847
79	177
79194	79194
79430	2060369
79436	79436
7954	7954
79540	79540
79548	79548
79549	79549
7955	147181
7958	7958
79591	535603
79780	81358
79827	79827
79835	4358818
80137	80137
8040	8040
80906	80906
80943	80943
8096	4458983
8098	584193
8099	114584
81051	254617
81059	80086
81100	4434215
81107	558283
81189	4323871
81316	81316
81437	81437
81939	81939
82017	1920833
82260	3692330
82263	82263
82269	82269
83082	937735
83084	109402
83120	83120
83122	311561
83211	9236
83394	574476
83629	83629
83719	83719
84248	86050
84255	84255
84258	1012668
84679	84679
84937	84937
85239	85239
85509	53331
85668	823196
85712	4338644
85863	85863
86075	86075
86270	818496
86333	70182
86458	4438116
86556	86556
88035	88035
88036	851936
88178	88178
88595	88595
8873	8897
88754	88754
8878	8878
88818	535050
89473	98258
89643	89643
89660	4321226
89676	89676
90664	90664
90766	90766
91023	91023
91507	91507
91532	91532
91670	4345397
91672	91672
91740	3876492
92289	4318624
9245	9245
9246	9246
9249	9249
92651	1814180
93483	822988
93521	128801
93630	93630
93878	93878
93931	93931
93935	93935
94238	94238
94370	4451193
94459	324331
9458	106188
9459	9459
94716	4298844
94883	2076539
95209	95209
9550	1140941
9555	4397500
9558	576819
96015	96015
96301	96301
9647	9647
9649	9649
97371	4462498
97376	786420
9753	4384058
97778	248740
97840	97840
98073	98073
98253	98253
9868	9868
98789	4310326
98903	98903
99056	99056
99150	675625
99155	1135861
99157	99157
99206	99206
99208	1810798
99211	553205
99290	108878
99390	99390
99392	99392
99395	71851
99412	259033
99463	1128360
99630	99630
99632	1134510
99743	99743
99947	826250
100070	90455
100071	100071
100077	4402981
100136	100136
100274	2712080
100276	1123231
100279	100279
100478	100478
100488	536058
100561	297109
1006	1006
100730	4323063
100737	100737
100738	4328523
100832	100832
100899	99193
100912	100912
100915	334906
101144	1135372
101262	101098
101302	106503
101382	101382
101386	101558
101461	251360
101464	90701
101469	355697
101471	101471
101516	107008
101769	3846492
101852	101852
101876	101876
10203	10203
102110	833538
102113	534716
102382	1137185
102384	102384
102387	148368
102388	102388
102389	833632
102412	149163
102414	102414
102418	102418
102419	102419
102471	102471
102633	828286
102773	102773
102805	663822
102806	1123431
102809	317841
102883	102883
102889	102889
102920	260448
102921	102921
102925	4437014
102993	102993
102995	345464
103037	103037
103111	103111
103127	1117567
103172	337859
103201	103201
103202	103202
103280	4369131
103326	1722698
103448	84471
103525	1142965
103527	108671
103728	103728
103729	548324
103806	1138331
103807	116923
103824	99192
103892	3473628
103895	103606
103899	103899
103910	103910
103991	107654
104054	141176
104098	4420272
104162	104162
104164	104164
104169	104169
104179	104179
104265	104265
104268	104268
104294	905076
104364	104364
104368	104368
10437	10436
104405	104405
104408	1142119
104480	682767
104489	676064
104672	2851608
104736	838401
104786	104786
104806	104947
104816	4333086
104900	4477120
104916	104916
104930	104930
105090	1106514
105095	1010721
105169	1143859
105320	105320
105544	132576
105545	4419310
10560	10560
105653	804867
105657	726699
10566	10566
10570	775532
105838	2971161
105946	969072
105948	105948
106063	4438702
106219	556704
106291	106291
106313	1125670
106397	106397
106449	106449
10645	824043
106470	106470
106644	573240
106889	814675
106962	41572
106984	105501
106985	106985
107050	1129757
107195	107195
107198	74559
10720	740537
10724	10724
10727	586914
107290	4471706
107650	541884
107659	4095175
107722	4470490
107880	4406766
108101	108101
108109	232889
108123	295200
108125	108125
10830	10830
10832	584683
10837	10837
108379	821608
10839	4395923
108707	567949
108821	561472
108829	132913
10888	4435942
108942	283606
109305	109307
109319	214867
109644	4472825
109729	311673
109792	109792
1098	869040
109889	109889
10993	275872
10994	64317
109978	109978
110120	110120
110129	4390298
110147	110147
110298	142996
110359	110359
110428	110428
110579	110579
110682	110682
110687	110248
110776	584680
110861	110861
110867	110867
110985	3011885
110986	110986
111024	111024
11130	11136
111377	686489
111379	270717
11138	535603
11139	11139
111406	111406
111523	4331684
111528	561699
111616	228556
111722	111722
111724	1912119
111793	759344
111797	111797
111871	111871
111879	765596
112062	4444741
112066	112066
112252	561221
112352	112352
112715	112715
112784	2058382
112800	112800
11282	11282
11286	3226247
112883	1106939
112885	112885
112949	112949
112977	112977
113002	113002
113166	113166
113167	847427
113190	113190
113191	113191
113192	4323843
113272	113272
113276	4468934
113279	113279
113334	113334
113337	113337
113420	113420
113624	1112801
113626	4342316
113628	113628
113748	113748
113782	113782
113789	845354
113815	133917
113817	113817
113913	113913
113915	113915
113916	113916
113991	113991
113992	1132732
113993	113993
1140	694995
114057	1132969
114115	321056
114151	114151
114153	114153
114159	114159
11418	11418
114210	10907
114214	200466
114313	114313
114315	157557
114316	1121736
114372	112841
114396	114396
114462	114462
114509	114509
114538	114538
114589	114589
114637	114637
114720	4430760
114728	141886
114772	191980
114774	114774
114859	114859
11491	2605340
11492	2484834
115011	1143858
115012	115012
115015	2617
115016	209952
115023	115023
115104	115104
11591	11591
11593	4479618
11620	2484834
11621	11621
116334	3156804
117364	119582
11816	11816
119231	119231
121120	938901
121667	121667
12220	12220
12221	12221
122223	122223
123462	127240
123510	123510
123662	123662
123663	24271
124030	32593
124036	4356828
125425	125425
126325	126325
126521	168817
126906	1129083
127052	127052
12733	734243
12734	545511
12736	811159
128085	128085
12812	53290
128215	130250
128216	949545
128298	128298
128374	128374
128399	46814
12896	1703428
12913	12913
12919	12919
129393	659063
129394	129394
129508	129508
12993	12993
12995	4361351
129976	641612
129981	1106364
130103	130103
130214	130214
130217	130217
130219	130219
130241	3275744
13031	13031
130336	130336
130337	157631
13034	13034
130407	826541
130529	131883
13069	13069
130838	2966696
130888	1131906
130970	4338192
130977	4339171
131064	1126817
131376	260742
131501	182906
131520	131520
131653	644016
131823	620105
131943	3372085
132303	132303
13236	13236
1324	148638
132764	85371
132848	1772189
133016	4348253
133017	1143172
133019	133019
13302	1148180
133523	234269
133610	133610
134	214422
134130	134130
134448	134448
134526	134526
134569	340031
13463	13463
13465	145619
13469	13469
134786	134786
134788	134788
135106	550834
135189	913174
135349	135349
135453	135453
135719	135719
135801	135801
135802	104176
135881	821266
135889	227697
135960	135960
135966	135966
135968	135968
136160	136160
136452	273778
136553	1128198
136616	136616
136633	136633
136766	806266
136796	1147032
136848	575708
136857	136857
13691	2677385
13692	4370984
137040	1120964
13713	289184
13717	4427176
137181	108491
137363	137363
137367	137367
137454	4461906
137474	137474
137476	1130212
137507	137507
137650	137650
137866	137866
13799	13813
138	138
13803	215204
138062	138062
138381	138381
138385	1563461
138436	138436
138493	138493
138498	138498
138529	138529
138592	1071111
138593	1146020
138658	1004452
138766	537655
138816	138816
138930	138930
138931	3110915
138934	2066103
138936	252562
139075	139075
139119	1134195
13923	548015
13924	571373
139309	241617
139385	139278
139560	139560
139672	567930
139736	140619
139738	139738
139812	139812
139814	169006
139815	4477861
139914	6674
139922	139922
140094	279194
140098	140098
140325	140325
140328	140328
14033	372906
140502	140502
140527	140731
140683	140683
14080	14080
14081	573803
140830	3290367
140832	205076
140837	140837
140838	140838
14089	14090
141051	1137438
141054	141054
141056	7686
141085	141085
141122	4436752
141127	143609
141129	1122819
14122	14124
141245	141245
141249	4397905
14126	14126
14127	14127
14129	14130
141374	141374
141552	4425497
141553	141553
141677	141677
141697	748406
141698	141698
141715	699927
141821	141821
141903	4436698
141905	141905
141984	4448576
142048	586689
142165	355578
1422	1422
142205	142205
142208	142208
142283	142283
142287	13332
142365	140460
142415	359953
142425	142425
142429	142429
14244	1133519
14245	582970
142453	142811
142485	142485
142583	142583
142611	142611
142615	142615
14263	579451
14265	14265
14268	1106566
14269	102568
142733	2140028
142737	4308905
142821	142821
142825	142825
142828	142828
142890	933007
14290	2751958
142901	2175515
142906	1140341
142908	142908
14292	14292
14293	14293
142983	142772
142988	142988
143187	143187
143189	143189
143232	143904
143239	143239
143254	143254
143454	3495321
143550	143550
143551	144335
143557	143557
143610	3526330
143612	143612
143613	143613
143614	143614
143683	143683
143695	354484
143699	4472813
143791	143791
143792	272787
143794	143794
143798	143798
143890	1614791
143971	4370000
143974	143974
143980	143980
14405	14405
144071	252451
144079	4418002
144084	144084
144140	976319
144142	144142
144220	144220
144241	144241
144260	144260
144283	144283
144289	4335225
144338	144338
144381	196652
144388	144388
144409	226062
144495	144495
144537	144537
144540	3180803
144643	145009
144644	144644
144645	1127852
144647	144647
144752	144752
144759	144759
144765	144765
144803	141856
144806	142914
144807	144807
144956	144956
144957	594003
145150	4305517
14540	351293
145518	879040
145681	148843
145755	1143575
145895	145895
145898	760409
145905	145905
145963	78324
145968	149226
146027	149744
146223	4313347
146226	146226
14642	14642
146478	146478
14648	557235
146507	146507
146531	4467214
146687	146687
146805	146805
146867	146867
146880	146880
146977	4409036
147046	4344018
147208	1129906
147281	4345397
147284	147284
147415	584612
147523	147523
147529	147529
147757	147757
147844	147844
147910	147910
147950	2707164
148010	4331023
148090	1129906
148099	64384
148129	686463
148219	148219
148368	148368
148404	148404
148406	668622
148407	147658
148674	177394
148678	148678
148704	148704
148706	148706
148878	148878
148930	1139920
149014	574371
149097	149097
149167	149167
149275	149505
149327	149327
149328	4156017
149329	4392458
149631	149631
149645	4405800
149646	149646
149649	1129425
149662	1109695
149668	149668
149750	149750
149753	149753
14988	14988
149984	149984
15008	4379814
150145	4348946
150157	150157
15021	163730
15022	15022
150229	150229
15024	15025
15026	15026
150294	150477
150304	150304
150305	150305
150361	2345664
150743	813781
150744	150744
150925	155426
15094	4326573
151031	582344
151035	151035
151174	151174
151178	151178
151324	151324
151400	151400
151401	151401
151406	151647
151522	151522
151613	151613
151714	151714
151718	4376458
151819	151819
151990	4322815
152020	651369
152024	152024
152067	152730
152150	152150
152214	1125570
152291	560389
152296	203964
152302	102198
152312	4455775
152394	152394
152404	152404
152480	1108989
152484	152484
152486	152486
152527	152527
152545	152545
152645	160563
152649	152649
152720	152720
152723	4424725
152729	152729
152831	152831
152835	152835
152976	4350280
15302	4475784
153124	1128225
153154	4411108
153214	153214
153239	153239
153283	1070563
153529	156413
153653	153653
153657	619312
15382	4424239
15387	15387
153920	153920
153946	271808
153947	2624721
153948	153948
154017	994823
154125	154125
154250	154250
154354	2954724
154530	52865
154607	154607
154684	154684
154687	154687
154863	154863
1549	2565173
154988	154988
155059	155059
155399	632051
155401	250681
155408	155408
155418	155418
155483	1110616
155487	155487
155511	155511
155518	155913
155720	160480
155724	155724
155728	827773
155882	814290
155884	155884
155970	1951898
155973	593577
155975	152612
155976	592473
156136	156136
156343	156343
156449	156449
15650	15650
156671	4424905
156677	1106246
156761	1125797
156795	1143019
156814	153512
156816	156816
156892	4416610
156895	156895
156994	276133
157035	256790
157036	157081
157247	1142524
157248	157248
15728	15728
15729	1143784
157311	815478
157611	157611
157614	157614
157616	2855257
157694	157276
157711	157711
157715	157716
157801	4321241
157802	157802
157804	157804
15834	1141541
158348	158348
15837	720879
15839	1714121
158572	4437895
158591	158591
158599	158599
158839	158839
158889	158889
15920	15920
15922	4377372
15924	15924
15925	144780
159335	159335
159337	159337
159443	159446
159447	159447
159563	562126
159695	5652
159723	4448705
159953	834104
159970	159970
160290	160290
160306	624220
160383	828348
160389	160389
160459	160166
160538	160538
16061	4446733
16062	16062
16063	16063
160655	160655
16066	105964
160719	823710
160802	4104836
160882	160882
160886	763910
160921	112867
160945	160945
160992	160366
161026	161026
161042	161042
161044	161044
161161	161161
161163	1118690
161166	161166
161169	161169
16130	16130
16138	16138
16163	225687
161678	142939
161828	165589
161920	161920
161946	161946
162021	140290
162110	4407030
16213	4482110
16214	1024529
162144	162144
16219	616688
162215	162215
1624	1624
162491	162491
162510	512469
162513	162513
162651	162651
162655	162655
162721	2693224
162725	162725
162811	162811
162812	351216
162835	171202
162913	162913
163170	171527
163171	528749
163176	163176
163311	770082
163322	163322
163373	165462
163459	163459
163601	166164
163641	163641
163647	163647
163772	163772
163774	570242
163987	4371135
164071	164071
164332	171480
164335	164335
164562	1145649
164569	165318
164768	4310734
164811	164811
164896	1144264
164994	1144371
165006	165006
165020	4364838
165112	532569
165115	4380645
165384	1122784
165532	165532
16567	16567
165734	196831
165838	213088
165886	3164696
165994	165994
166064	166064
166116	166116
166201	3594442
166429	166429
166542	4377220
166592	1108453
166599	174873
166835	1118978
166838	166838
166908	166908
16700	16700
167052	167052
167334	819093
167401	1135084
167408	111207
167481	828284
16766	16766
167872	3147425
167878	167878
167947	167947
168155	168155
168400	168400
168486	1133275
168520	752872
168614	168614
168695	593328
168698	168698
16871	16871
168711	2686369
168712	168712
168713	668790
168716	168716
168937	170417
169046	4130966
169255	169255
169350	169350
169577	209705
169682	169682
169775	4446898
169901	169901
169981	228384
169989	169989
170025	170025
170026	170026
170130	170130
170131	694641
170136	172413
170315	91845
170393	169258
170471	364818
170699	4448250
170743	170743
170934	267996
171055	167468
171290	4385772
171291	1120649
171373	171373
171427	171427
171435	4164926
171437	171437
171712	171712
171902	171902
172182	4389142
172221	172221
172274	212698
172275	172275
172276	171480
172332	172332
172749	238002
172857	172857
17289	4398067
172960	162439
172962	3983005
173071	173071
173135	173135
173209	173209
173285	173285
173469	4014120
173543	173543
173819	192281
173917	173917
174078	174078
174136	179151
174272	174272
174276	174276
174471	174471
174474	308045
174624	174624
174625	174625
174693	141764
174738	174738
17494	555445
175060	175060
175064	175064
17513	17513
17518	17518
175189	2072645
175261	175261
175296	197222
175318	4410345
175430	175430
175432	175432
175617	175617
175692	3450454
175843	199403
175886	11208
17598	17598
17599	4338603
176297	176297
176312	176312
176313	176313
176386	730906
176977	352013
177005	177005
177007	969805
177113	177113
177214	187932
177392	191878
177425	186028
177620	162730
177710	682918
177892	177742
177984	177984
177986	177986
178053	178053
178056	178056
178057	178057
178122	178122
17822	17822
17828	1119766
178558	178558
178713	178713
178940	535989
178988	178988
17901	17901
179013	2783236
179093	1129841
179192	179192
179261	179261
179268	3473210
179320	365484
179321	212698
179604	179604
179609	179609
179903	366068
179906	665204
180089	180089
180415	4351228
180450	180450
180551	165935
180905	180905
180983	180983
181074	181074
181111	181111
181367	181367
181368	181368
181443	177946
181544	180684
181605	181605
181609	39735
181683	181683
181870	181870
181892	319411
182033	182033
182245	182245
182248	4437917
182428	182428
182621	182621
182626	182626
182712	182712
182950	182950
182954	193064
182959	182959
183039	183039
183182	183182
183187	291094
183189	333096
1833	4393662
18359	18359
184037	184037
184347	4424463
184464	184464
184648	304663
184698	205134
184890	184890
184899	4483288
184926	192935
185189	4416659
18546	18546
185633	1667535
185734	185734
185854	185854
185856	4409049
186116	186116
186153	186153
186193	4416713
186654	110060
186762	148303
186933	271443
187021	185240
187219	187219
187293	4469112
187297	187297
187390	187390
187612	347758
187669	335330
187735	187735
187812	187812
187815	187815
187983	191766
188196	352347
18830	1131355
188753	188753
188818	188818
188940	188940
188942	188942
188945	188945
189051	541771
189054	189054
189099	186452
189482	189482
189485	189485
189488	321405
189527	232380
189725	168071
189957	193223
189976	200545
190045	190226
190191	190191
190844	190844
190846	190846
19131	19131
191491	3750373
191570	191570
191576	191576
191828	191828
191900	359493
191905	187973
192096	4446669
192248	4480130
192548	192548
192890	533999
193014	611659
193015	193015
1931	1931
193195	1125443
193210	193210
193304	4411366
1934	635083
193530	193530
193533	193533
19369	19369
193704	190092
193807	193807
193891	193891
193895	193895
193898	843764
193899	193899
194242	194242
194243	831987
194446	179018
194565	340219
194651	2052289
194654	194654
194672	194672
194822	194822
194829	337215
194994	194994
195173	183698
195196	195196
195572	193853
195574	195574
195676	195676
195677	276572
195795	364029
195967	195967
195968	1404
196262	186585
196581	196581
19694	544005
197301	265106
197304	1122551
197419	1136827
197539	197539
197600	197600
197687	197687
197816	277360
197817	2794235
197994	197994
198065	3856408
198184	198184
198239	2072645
198434	179665
198450	198450
198458	765502
198502	198502
198555	198555
19867	815694
198696	198696
198774	198774
198796	198796
198880	187418
199167	827054
199421	199421
199504	199504
19970	1122363
199739	367213
199797	199797
199798	199798
199804	317024
199820	991871
199905	199905
200014	200014
200017	4426268
200097	200097
200110	298368
200257	4430033
200259	331167
20034	838429
200350	4468689
200351	4425280
200355	201979
200358	333063
200359	4400869
200786	4405724
200982	200982
201152	2922812
201328	4407152
201392	201285
201554	201554
201562	201562
201587	201587
201695	203128
202004	202004
202085	100328
202127	200701
202186	149532
202371	4464413
202454	202454
202614	202614
202701	4465523
202781	201238
202868	98432
203027	203027
203255	807322
203466	203466
203708	210647
203722	136417
203725	159299
203786	4083694
203788	169600
203878	203878
203969	203969
204111	204111
204126	204126
204282	2923307
204284	138177
204415	435795
204462	204462
204465	533650
204581	298900
204745	204745
204859	204859
204911	269973
204917	437137
204919	204919
205139	205139
205244	205244
205279	205279
205445	541602
205456	205456
205641	212694
205747	205747
205748	128353
205851	205851
205859	205859
206022	205848
206024	206024
206173	211595
206324	206324
206329	206329
206392	211600
206581	1123794
206744	275218
206931	177820
207042	207042
207065	2998007
207124	207124
207373	509733
207374	207374
207390	207390
2074	2074
207570	168289
207635	207635
207741	207741
207866	207866
207982	207982
207983	247557
208009	208009
208169	195622
208415	2309799
208621	208621
208701	208701
208708	208708
209251	209251
209344	209344
209361	209361
209467	209467
209624	209624
209744	260838
209931	209931
210224	26139
210895	210895
210896	210896
210920	210920
210965	210965
211053	211053
211171	211171
211176	4307258
211308	4432841
21132	21132
211326	4326075
21138	40839
211380	211380
211403	2381787
211720	211720
211851	693491
211927	211927
211929	211929
212196	818484
212199	334328
212744	205383
212760	212760
212840	212840
21285	676367
212930	229808
213084	213084
213161	205594
213401	213401
213821	213821
214051	214051
214083	215379
214336	214336
214610	4330770
214611	214611
214692	826144
214715	214715
214786	675047
214797	968121
214867	214867
214980	125624
214981	216550
215095	215095
215113	215113
215193	215193
215447	215447
215767	4342682
215915	215915
215917	215917
216285	215214
216289	798647
216444	204154
216497	216497
216520	297299
216560	216560
217060	217060
217109	217109
217201	217201
217266	217266
217348	141776
217349	217349
217430	590637
217511	217511
217516	819136
217600	4469775
217802	223773
217803	217803
217881	217881
217883	217883
217980	4466547
218228	218228
218456	218456
218539	218539
218557	3180036
218590	78190
218620	218620
218621	12048
218628	218628
218815	218967
218857	218857
219079	219079
219113	219113
219119	219119
219131	219131
219134	219134
219383	219383
219417	226681
219565	217684
2196	4430843
219817	741451
219818	219818
219894	743511
219899	219899
21997	34546
220006	220006
220081	4410158
220242	220242
220327	220327
220477	2947337
220551	220551
220556	220556
220693	220693
220707	4309182
220795	220795
220849	220849
221094	221094
221251	221251
2216	714212
221611	4044057
221631	704614
221665	207133
2217	397273
221775	688528
221845	221845
