Sample ID	Sample Description (title, isolation source)	Study ID	Predicted EnvoID	Predicted Envo Term	Jaccard Score	Distance	P-value	Best Match	Annotated EnvoID1	Predicted Envo Term1	Annotated EnvoID2	Predicted Envo Term2	Annotated EnvoID3	Predicted Envo Term3
UDB19.660770	Kelley nicu contamination, Swab was taken from NICU door button surface1 UCSD	QDB_0386	ID:0000020	mouth	0.1225035957	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
MSO9.660758	Kelley nicu contamination, Swab was taken from NICU counter next to sink MB	QDB_0386	ID:0000020	mouth	0.138056674	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
MII5.660766	Kelley nicu contamination, Swab was taken from NICU incubator inside plastic MB	QDB_0386	ID:0000020	mouth	0.1258154589	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
MBP4.660768	Kelley nicu contamination, Swab was taken from NICU baby open bedside plastic exterior MB	QDB_0386	ID:0000020	mouth	0.106221514	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
MWR16.660756	Kelley nicu contamination, Swab was taken from NICU traveling weigh cart drawer handles2 MB	QDB_0386	ID:0000020	mouth	0.1016640476	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
UII29.660748	Kelley nicu contamination, Swab was taken from NICU incubator inside plastic UCSD	QDB_0386	ID:0000020	mouth	0.1258154589	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
MIW3.660761	Kelley nicu contamination, Swab was taken from NICU incubator white turn handles to open incubator MB	QDB_0386	ID:0000020	mouth	0.1119766712	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
MBD10.660775	Kelley nicu contamination, Swab was taken from NICU baby open bedside diaper counter machine MB	QDB_0386	ID:0000020	mouth	0.0983561946	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
S190000CE.281557	Burmese python gut microbiome, burmese python gut	QDB_0391	ID:0000000	animal microbiome	0.2476777002	1	0.002069321	ENVO:00006776	ENVO:00006776	animal-associated habitat	ENVO:02000019	bodily fluid		
R44INPTWH.281567	Rat whole-body microbiome, norway rat	QDB_0391	ID:0000000	animal microbiome	0.2311705599	1	0.002069321	ENVO:00006776	ENVO:01000155	organic material	ENVO:00006776	animal-associated habitat		
F5Mose396.141135	Forensic identification using skin bacterial communities hand mouse comparisonForensic identification using skin bacterial communities hand mouse comparison, computer mouse	QDB_0393	ID:0000041	skin	0.0953679743	4	0.0908687678	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface		
F5Plmr396.141141	Forensic identification using skin bacterial communities hand mouse comparisonForensic identification using skin bacterial communities hand mouse comparison, human skin	QDB_0393	ID:0000058	skin	0.1755764859	1	0.002069321	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
Bmec9.285930	Delivery mode effects on newborn microbiota, human rectum	QDB_0395	ID:0000018	rectum	0.1857986593	4	0.0908687678	ENVO:00009003	ENVO:01000155	organic material	ENVO:00009003	human-associated habitat		
Mvag6.285877	Delivery mode effects on newborn microbiota, human vagina	QDB_0395	ID:0000039	vagina	0.1536612566	3	0.034209793	ENVO:00009003	ENVO:02000040	mucus	ENVO:00009003	human-associated habitat		
Bbo4.285946	Delivery mode effects on newborn microbiota, human oral	QDB_0395	ID:0000020	mouth	0.1252117343	3	0.034209793	ENVO:00009003	ENVO:02000036	saliva	ENVO:00009003	human-associated habitat		
Bnf2.285940	Delivery mode effects on newborn microbiota, human nose	QDB_0395	ID:0000058	skin	0.0964816771	1	0.002069321	ENVO:00009003	ENVO:02000040	mucus	ENVO:00009003	human-associated habitat		
Bbd8.285945	Delivery mode effects on newborn microbiota, human skin	QDB_0395	ID:0000058	skin	0.2436001735	1	0.002069321	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
43.139743	Plot-scale manipulations of organic matter inputs to soils correlate with shifts in microbial community composition in a lowland tropical rainforest, soil	QDB_0397	ENVO:00005778	tropical soil	0.1980322903	1	0.002069321	ENVO:00001998	ENVO:00001998	soil	ENVO:00002993	Tropical humid forests	ENVO:00000291	drainage basin
F21Pinr.140773	Bacterial Community Variation in Human Body Habitats Across Space and Time, right outer ear	QDB_0449	ENVO:00002036	habitat	0.1232713116	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
F32Kner.140397	Bacterial Community Variation in Human Body Habitats Across Space and Time, right back of knees	QDB_0449	ENVO:00002036	habitat	0.1281729304	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M41Ewxr.140794	Bacterial Community Variation in Human Body Habitats Across Space and Time, right outer ear canal/earwax	QDB_0449	ENVO:00002036	habitat	0.1063106284	4	0.0908687678	ENVO:00009003	ENVO:00009003	human-associated habitat	ENVO:02000028	ear wax		
F33Tong.140358	Bacterial Community Variation in Human Body Habitats Across Space and Time, tongue	QDB_0449	ENVO:00002036	habitat	0.1382545815	4	0.0908687678	ENVO:00009003	ENVO:02000036	saliva	ENVO:00009003	human-associated habitat		
M12Hair.140590	Bacterial Community Variation in Human Body Habitats Across Space and Time, hair on head	QDB_0449	ENVO:00002036	habitat	0.1284498605	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M41Nose.140779	Bacterial Community Variation in Human Body Habitats Across Space and Time, external nose	QDB_0449	ENVO:00002036	habitat	0.1237537341	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
F14Ewax.140371	Bacterial Community Variation in Human Body Habitats Across Space and Time, outer ear canal/earwax	QDB_0449	ENVO:00002036	habitat	0.1063106284	4	0.0908687678	ENVO:00009003	ENVO:00009003	human-associated habitat	ENVO:02000028	ear wax		
M11Glns.140664	Bacterial Community Variation in Human Body Habitats Across Space and Time, glans penis	QDB_0449	ENVO:00002036	habitat	0.112181286	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M42Plml.140513	Bacterial Community Variation in Human Body Habitats Across Space and Time, left palm	QDB_0449	ENVO:00002036	habitat	0.1259338304	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M14Fotl.140639	Bacterial Community Variation in Human Body Habitats Across Space and Time, left sole of foot	QDB_0449	ENVO:00002036	habitat	0.1140564639	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M31Ewxl.140375	Bacterial Community Variation in Human Body Habitats Across Space and Time, left outer ear canal/earwax	QDB_0449	ENVO:00002036	habitat	0.0990654123	4	0.0908687678	ENVO:00009003	ENVO:00009003	human-associated habitat	ENVO:02000028	ear wax		
F11Aptl.140780	Bacterial Community Variation in Human Body Habitats Across Space and Time, left armpit	QDB_0449	ENVO:00002036	habitat	0.1227042567	4	0.0908687678	ENVO:00009003	ENVO:00009003	human-associated habitat	ENVO:02000025	sweat		
F12Indl.140710	Bacterial Community Variation in Human Body Habitats Across Space and Time, left index finger	QDB_0449	ENVO:00002036	habitat	0.1153323594	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
F33Nost.140487	Bacterial Community Variation in Human Body Habitats Across Space and Time, nostrils	QDB_0449	ENVO:00002036	habitat	0.1344748813	4	0.0908687678	ENVO:00009003	ENVO:02000040	mucus	ENVO:00009003	human-associated habitat		
M32Plmr.140307	Bacterial Community Variation in Human Body Habitats Across Space and Time, right palm	QDB_0449	ENVO:00002036	habitat	0.1378790248	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
F22Aptr.140609	Bacterial Community Variation in Human Body Habitats Across Space and Time, right armpit	QDB_0449	ENVO:00002036	habitat	0.1340171193	4	0.0908687678	ENVO:00009003	ENVO:00009003	human-associated habitat	ENVO:02000025	sweat		
M33Fotr.140533	Bacterial Community Variation in Human Body Habitats Across Space and Time, right sole of foot	QDB_0449	ENVO:00002036	habitat	0.123767829	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
F32Mout.140603	Bacterial Community Variation in Human Body Habitats Across Space and Time, mouth	QDB_0449	ENVO:00002036	habitat	0.1400898733	4	0.0908687678	ENVO:00009003	ENVO:02000036	saliva	ENVO:00009003	human-associated habitat		
F31Nstr.140608	Bacterial Community Variation in Human Body Habitats Across Space and Time, right nostril	QDB_0449	ENVO:00002036	habitat	0.1344748813	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M41Indr.140781	Bacterial Community Variation in Human Body Habitats Across Space and Time, right index finger	QDB_0449	ENVO:00002036	habitat	0.1252716796	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M64Frhd.140834	Bacterial Community Variation in Human Body Habitats Across Space and Time, forehead	QDB_0449	ENVO:00002036	habitat	0.1369200093	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M22Forr.140708	Bacterial Community Variation in Human Body Habitats Across Space and Time, right forearm	QDB_0449	ENVO:00002036	habitat	0.1344748813	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
F31Labi.140819	Bacterial Community Variation in Human Body Habitats Across Space and Time, labia minora	QDB_0449	ENVO:00002036	habitat	0.112181286	4	0.0908687678	ENVO:00009003	ENVO:02000040	mucus	ENVO:00009003	human-associated habitat		
F21Knel.140372	Bacterial Community Variation in Human Body Habitats Across Space and Time, left back of knees	QDB_0449	ENVO:00002036	habitat	0.1177869808	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M11Navl.140483	Bacterial Community Variation in Human Body Habitats Across Space and Time, navel	QDB_0449	ENVO:00002036	habitat	0.1340171193	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
F24Knee.140744	Bacterial Community Variation in Human Body Habitats Across Space and Time, back of knees	QDB_0449	ENVO:00002036	habitat	0.1281729304	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M21Pinl.140313	Bacterial Community Variation in Human Body Habitats Across Space and Time, left outer ear	QDB_0449	ENVO:00002036	habitat	0.1136346747	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M41Nstl.140739	Bacterial Community Variation in Human Body Habitats Across Space and Time, left nostril	QDB_0449	ENVO:00002036	habitat	0.1230878873	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
M42Forl.140600	Bacterial Community Variation in Human Body Habitats Across Space and Time, left forearm	QDB_0449	ENVO:00002036	habitat	0.1230878873	4	0.0908687678	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
F21Fcsp.140536	Bacterial Community Variation in Human Body Habitats Across Space and Time, stool	QDB_0449	ENVO:00002003	feces	0.142290279	0	0.0006048784	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
M23Urin.140740	Bacterial Community Variation in Human Body Habitats Across Space and Time, urine	QDB_0449	ENVO:00002047	urine	0.1562926825	0	0.0006048784	ENVO:00002047	ENVO:00002047	urine	ENVO:00009003	human-associated habitat		
M120T.140197	Bacterial Community Variation in Human Body Habitats Across Space and Time, human oral	QDB_0450	ENVO:00002036	habitat	0.1377139945	4	0.0908687678	ENVO:00009003	ENVO:02000036	saliva	ENVO:00009003	human-associated habitat		
F218A4.140140	Bacterial Community Variation in Human Body Habitats Across Space and Time, human skin	QDB_0450	ID:0000058	skin	0.2214838846	1	0.002069321	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
PCx3C.140888	Regulation of myocardial ketone body metabolism by the gut microbiota during nutrient deprivation, mouse gut	QDB_0451	ID:0000002	gut	0.0972024384	1	0.002069321	ENVO:00002003	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
P2x030709.141938	The effect of diet on the human gut microbiome: a metagenomic analysis in humanized gnotobiotic mice., mouse gut	QDB_0452	ID:0000058	skin	0.1268927829	3	0.034209793	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
PM6x21108.142454	The effect of diet on the human gut microbiome: a metagenomic analysis in humanized gnotobiotic mice., mouse gut microbiome	QDB_0456	ID:0000058	skin	0.1268927829	3	0.034209793	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
PM8xCx30308.142526	The effect of diet on the human gut microbiome: a metagenomic analysis in humanized gnotobiotic mice., mouse gut microbiome	QDB_0456	ID:0000058	skin	0.1268927829	3	0.034209793	ENVO:00006776	ENVO:00006776	animal-associated habitat	ID:0000002	gut		
SPM6cx040108.142593	The effect of diet on the human gut microbiome: a metagenomic analysis in humanized gnotobiotic mice., Cecum	QDB_0457	ID:0000058	skin	0.1239840609	3	0.034209793	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
SPM8x040108.142534	The effect of diet on the human gut microbiome: a metagenomic analysis in humanized gnotobiotic mice., Feces	QDB_0457	ID:0000058	skin	0.1239840609	3	0.034209793	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
TS19x3.142623	The effect of diet on the human gut microbiome: a metagenomic analysis in humanized gnotobiotic mice., Human	QDB_0458	ID:0000058	skin	0.1396469865	5	0.2001811416	ENVO:00002003	ENVO:00002003	feces				
PD2Gx1x121107.141852	The effect of diet on the human gut microbiome: a metagenomic analysis in humanized gnotobiotic mice., human gut	QDB_0459	ID:0000058	skin	0.1396469865	1	0.002069321	ENVO:00009003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
WT.2.478221	Comparison of T5KO and wildtype mice, mouse gut microbiome	QDB_0460	ID:0000000	animal microbiome	0.149733558	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
EM144.441736	Composition, variability, and temporal stability of the intestinal microbiota of the elderly., human gut	QDB_0486	ID:0000002	gut	0.1268397728	1	0.002069321	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
F33.393018	Incomplete recovery and individualized responses of the human distal gut microbiota to repeated antibiotic perturbation, human gut	QDB_0494	ID:0000002	gut	0.0969864626	1	0.002069321	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
SG.C.3.389047	Resistant Starches Types 2 and 4 Have Differential Effects on the Composition of the Fecal Microbiota in Human Subjects, human gut	QDB_0495	ENVO:00002003	feces	0.1178819535	0	0.0006048784	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
21EU.397077	Impact of diet in shaping gut microbiota revealed by a comparative study in children from Europe and rural Africa, human gut	QDB_0496	ID:0000002	gut	0.0909782237	1	0.002069321	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
S232.279898	Vaginal microbiome of reproductive age women, human vagina	QDB_0509	ID:0000000	animal microbiome	0.1740628577	3	0.034209793	ENVO:00009003	ENVO:02000040	mucus	ENVO:00009003	human-associated habitat		
ESC.1.17.OPL.279551	Disordered Microbial Communities in the Upper Respiratory Tract of Cigarette Smokers, human oral	QDB_0524	ENVO:00000218	black smoker	0.1201981755	8	0.7082926295	ENVO:02000036	ENVO:02000036	saliva	ENVO:00009003	human-associated habitat		
ESC.1.46.NPL.279695	Disordered Microbial Communities in the Upper Respiratory Tract of Cigarette Smokers, human nose	QDB_0524	ENVO:00000218	black smoker	0.1210707688	8	0.7082926295	ENVO:02000040	ENVO:02000040	mucus	ENVO:00009003	human-associated habitat		
A97T.391479	Short-term antibiotic treatment has differing long-term impacts on the human throat and gut microbiome., human oral	QDB_0539	ID:0000002	gut	0.0995075537	3	0.034209793	ENVO:00009003	ENVO:02000036	saliva	ENVO:00009003	human-associated habitat		
C101F.391462	Short-term antibiotic treatment has differing long-term impacts on the human throat and gut microbiome., human gut	QDB_0539	ID:0000002	gut	0.1094895237	1	0.002069321	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
UT.15.54a.3.281912	16S soil survey, spatial and temporal variation across four ecosystems, soil	QDB_0619	ENVO:00000428	biome	0.2177669624	3	0.034209793	ENVO:00000877	ENVO:00000877	Temperate grasslands, savannas, and shrubland biome	ENVO:00001998	soil		
FL.3.47a.2.281755	16S soil survey, spatial and temporal variation across four ecosystems, soil	QDB_0619	ENVO:00000428	biome	0.2177669624	3	0.034209793	ENVO:00005806	ENVO:00005806	Tropical and subtropical coniferous forest biome	ENVO:00001998	soil		
AK.19.23a.281859	16S soil survey, spatial and temporal variation across four ecosystems, soil	QDB_0619	ENVO:00000428	biome	0.2177669624	3	0.034209793	ENVO:00000109	ENVO:00001998	soil	ENVO:00000109	woodland		
HI.20.58e.2.281749	16S soil survey, spatial and temporal variation across four ecosystems, soil	QDB_0619	ENVO:00000428	biome	0.2177669624	3	0.034209793	ENVO:00000879	ENVO:00001998	soil	ENVO:00000879	Tropical and subtropical moist broadleaf forest biome		
CRBM.03.284372	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, human gut	QDB_0625	ID:0000058	skin	0.1444339774	1	0.002069321	ENVO:00009003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
BushDog1.284388	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, bush dog gut	QDB_0626	ID:0000000	animal microbiome	0.1118747058	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
Urial2.284403	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, transcaspian urial sheep gut	QDB_0626	ID:0000000	animal microbiome	0.0968400555	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
GorillaSTL.284396	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, western lowland gorilla gut	QDB_0626	ID:0000000	animal microbiome	0.0984376971	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
SpecBr2.284409	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, spectacled bear gut	QDB_0626	ID:0000000	animal microbiome	0.1115446122	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
HyraxSD.284389	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, rock hyrax gut	QDB_0626	ID:0000000	animal microbiome	0.108494189	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
Kroo3.284424	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, red kangaroo gut	QDB_0626	ID:0000000	animal microbiome	0.1089207239	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
Lion1.284404	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, lion gut	QDB_0626	ID:0000000	animal microbiome	0.1200594205	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
Hyena2.284416	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, spotted hyena gut	QDB_0626	ID:0000000	animal microbiome	0.1089675168	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
AfElphSD3.284422	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, african elephant gut	QDB_0626	ID:0000000	animal microbiome	0.1103009297	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
Colobus.284408	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, angolan black and white colobus monkey gut	QDB_0626	ID:0000000	animal microbiome	0.0868147507	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
Horse1.284419	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, horse gut	QDB_0626	ID:0000000	animal microbiome	0.1221560196	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
PolarBr2.284387	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, polar bear gut	QDB_0626	ID:0000000	animal microbiome	0.1116580704	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
ZebraSTL1.284414	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, grevy's zebra gut	QDB_0626	ID:0000000	animal microbiome	0.1047875743	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
Okapi1.284411	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, okapi gut	QDB_0626	ID:0000000	animal microbiome	0.1164089628	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
Gazelle3.284398	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, speke's gazelle gut	QDB_0626	ID:0000000	animal microbiome	0.1047875743	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
Rabbit.284397	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, european rabbit gut	QDB_0626	ID:0000000	animal microbiome	0.1108792363	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
BaboonW.284407	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, hamadryas baboon gut	QDB_0626	ID:0000000	animal microbiome	0.104270896	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
Giraffe2.284394	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, reticulated giraffe gut	QDB_0626	ID:0000000	animal microbiome	0.1056170617	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
SpgbkW.284399	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, springbok gut	QDB_0626	ID:0000000	animal microbiome	0.1164089628	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
Echidna.284410	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, short-beaked echidna gut	QDB_0626	ID:0000000	animal microbiome	0.104270896	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
BlackBr2.284415	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, north american black bear gut	QDB_0626	ID:0000000	animal microbiome	0.1009601915	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
Capybara.284417	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, capybara gut	QDB_0626	ID:0000000	animal microbiome	0.1164089628	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
Squirrel.284401	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, prevost's squirrel gut	QDB_0626	ID:0000000	animal microbiome	0.1053093986	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
Callimicos.284405	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, goeldi's marmoset gut	QDB_0626	ID:0000000	animal microbiome	0.104270896	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
VWPig.284418	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, visayam warty pig gut	QDB_0626	ID:0000000	animal microbiome	0.0969387842	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
BlackRhino1.284420	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, black rhinoceros gut	QDB_0626	ID:0000000	animal microbiome	0.1104423407	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
BlackLemur.284412	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, black lemur gut	QDB_0626	ID:0000000	animal microbiome	0.1089712185	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
Saki.284406	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, white-faced saki gut	QDB_0626	ID:0000000	animal microbiome	0.104270896	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
Orang1.284423	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, sumatran orangutan gut	QDB_0626	ID:0000000	animal microbiome	0.104270896	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
BigHornSD.284391	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, big horn sheep gut	QDB_0626	ID:0000000	animal microbiome	0.1044364154	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
Chimp2.284402	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, chimpanzee gut	QDB_0626	ID:0000000	animal microbiome	0.1164089628	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
RTLemur.284393	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, ring-tailed lemur gut	QDB_0626	ID:0000000	animal microbiome	0.104270896	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
Armadillo.284392	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, southern three-toed armadillo gut	QDB_0626	ID:0000000	animal microbiome	0.099035586	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
UW.community.garden.686747	Canadian MetaMicroBiome Initiative, soil	QDB_0632	ENVO:00001998	soil	0.2141511332	0	0.0006048784	ENVO:00001998	ENVO:00000877	Temperate grasslands, savannas, and shrubland biome	ENVO:00001998	soil	ENVO:00005779	vegetable garden soil
Compost.686744	Canadian MetaMicroBiome Initiative, soil	QDB_0632	ENVO:00001998	soil	0.2141511332	0	0.0006048784	ENVO:00001998	ENVO:00005747	compost soil	ENVO:00000877	Temperate grasslands, savannas, and shrubland biome	ENVO:00001998	soil
Arctic.Tundra.2.686753	Canadian MetaMicroBiome Initiative, soil	QDB_0632	ENVO:00001998	soil	0.2141511332	0	0.0006048784	ENVO:00001998	ENVO:00000874	Tundra biome	ENVO:00002262	clay soil	ENVO:00001998	soil
Wetland.soil.686746	Canadian MetaMicroBiome Initiative, soil	QDB_0632	ENVO:00001998	soil	0.2141511332	0	0.0006048784	ENVO:00001998	ENVO:00001998	soil	ENVO:00002991	Subtropical and temperate rainforests or woodlands	ENVO:00000233	swamp
Temperate.rain.forest.686749	Canadian MetaMicroBiome Initiative, soil	QDB_0632	ENVO:00001998	soil	0.2141511332	0	0.0006048784	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002991	Subtropical and temperate rainforests or woodlands
Agricultural.soil.soy.686752	Canadian MetaMicroBiome Initiative, soil	QDB_0632	ENVO:00001998	soil	0.2141511332	0	0.0006048784	ENVO:00001998	ENVO:00000877	Temperate grasslands, savannas, and shrubland biome	ENVO:00001998	soil	ENVO:00000077	agricultural feature
Arctic.Tundra.1.686748	Canadian MetaMicroBiome Initiative, soil	QDB_0632	ENVO:00001998	soil	0.2141511332	0	0.0006048784	ENVO:00001998	ENVO:00000874	Tundra biome	ENVO:00001998	soil	ENVO:00000112	tundra
